set term gif size 8000, 8000 font "Times-Roman,90"
set output "chen_traj_img.gif"
set xlabel "x"
set ylabel "y"
set zlabel "z"
set xrange [-40:40]
set yrange [-40:40]
set zrange [0:60]
splot '-' with line
-1.486005009 -2.212819546 13.32423593
-1.488733697 -2.216226863 13.32030399
-1.491465743 -2.219640103 13.31637336
-1.494201157 -2.223059283 13.31244403
-1.496939952 -2.226484419 13.308516
-1.499682139 -2.229915526 13.30458929
-1.502427729 -2.233352621 13.30066389
-1.505176734 -2.236795718 13.29673981
-1.507929165 -2.240244835 13.29281706
-1.510685033 -2.243699986 13.28889563
-1.513444351 -2.247161189 13.28497554
-1.516207129 -2.250628458 13.28105679
-1.51897338 -2.254101811 13.27713938
-1.521743115 -2.257581263 13.27322332
-1.524516345 -2.26106683 13.26930861
-1.527293083 -2.264558529 13.26539526
-1.530073339 -2.268056376 13.26148327
-1.532857127 -2.271560386 13.25757265
-1.535644456 -2.275070578 13.2536634
-1.53843534 -2.278586965 13.24975553
-1.541229789 -2.282109566 13.24584903
-1.544027817 -2.285638396 13.24194393
-1.546829434 -2.289173473 13.23804021
-1.549634652 -2.292714811 13.23413789
-1.552443484 -2.296262429 13.23023697
-1.555255941 -2.299816342 13.22633746
-1.558072035 -2.303376567 13.22243935
-1.560891779 -2.306943121 13.21854266
-1.563715184 -2.31051602 13.21464739
-1.566542261 -2.314095282 13.21075355
-1.569373024 -2.317680922 13.20686113
-1.572207485 -2.321272958 13.20297016
-1.575045654 -2.324871406 13.19908062
-1.577887546 -2.328476284 13.19519252
-1.580733171 -2.332087608 13.19130588
-1.583582541 -2.335705395 13.18742069
-1.58643567 -2.339329662 13.18353696
-1.589292569 -2.342960427 13.1796547
-1.592153251 -2.346597705 13.17577391
-1.595017728 -2.350241516 13.17189459
-1.597886011 -2.353891874 13.16801676
-1.600758115 -2.357548799 13.16414041
-1.60363405 -2.361212306 13.16026555
-1.606513829 -2.364882413 13.15639219
-1.609397465 -2.368559138 13.15252033
-1.61228497 -2.372242497 13.14864998
-1.615176357 -2.375932509 13.14478114
-1.618071638 -2.37962919 13.14091382
-1.620970825 -2.383332559 13.13704802
-1.623873932 -2.387042632 13.13318375
-1.62678097 -2.390759427 13.12932101
-1.629691952 -2.394482961 13.12545982
-1.632606892 -2.398213253 13.12160017
-1.635525802 -2.401950319 13.11774207
-1.638448693 -2.405694179 13.11388552
-1.64137558 -2.409444848 13.11003054
-1.644306475 -2.413202346 13.10617712
-1.64724139 -2.416966689 13.10232528
-1.650180338 -2.420737897 13.09847501
-1.653123333 -2.424515985 13.09462633
-1.656070387 -2.428300974 13.09077923
-1.659021513 -2.43209288 13.08693373
-1.661976724 -2.435891722 13.08308983
-1.664936033 -2.439697517 13.07924754
-1.667899452 -2.443510285 13.07540686
-1.670866995 -2.447330042 13.0715678
-1.673838676 -2.451156807 13.06773036
-1.676814506 -2.454990598 13.06389455
-1.679794499 -2.458831434 13.06006037
-1.682778668 -2.462679333 13.05622784
-1.685767026 -2.466534314 13.05239695
-1.688759587 -2.470396394 13.04856771
-1.691756363 -2.474265592 13.04474013
-1.694757369 -2.478141926 13.04091422
-1.697762616 -2.482025416 13.03708998
-1.700772119 -2.485916079 13.03326741
-1.70378589 -2.489813934 13.02944653
-1.706803944 -2.493719001 13.02562733
-1.709826292 -2.497631296 13.02180983
-1.71285295 -2.501550841 13.01799402
-1.71588393 -2.505477652 13.01417993
-1.718919246 -2.509411749 13.01036754
-1.721958911 -2.513353151 13.00655688
-1.725002938 -2.517301877 13.00274794
-1.728051342 -2.521257945 12.99894073
-1.731104136 -2.525221374 12.99513526
-1.734161333 -2.529192185 12.99133153
-1.737222947 -2.533170395 12.98752955
-1.740288992 -2.537156023 12.98372933
-1.743359482 -2.54114909 12.97993087
-1.74643443 -2.545149614 12.97613417
-1.749513849 -2.549157614 12.97233926
-1.752597755 -2.55317311 12.96854612
-1.75568616 -2.557196121 12.96475477
-1.758779078 -2.561226667 12.96096522
-1.761876523 -2.565264766 12.95717746
-1.76497851 -2.569310438 12.95339152
-1.768085052 -2.573363704 12.94960738
-1.771196163 -2.577424581 12.94582507
-1.774311857 -2.581493091 12.94204458
-1.777432148 -2.585569252 12.93826593
-1.78055705 -2.589653085 12.93448912
-1.783686578 -2.593744608 12.93071415
-1.786820745 -2.597843842 12.92694104
-1.789959565 -2.601950807 12.92316979
-1.793103053 -2.606065522 12.9194004
-1.796251224 -2.610188008 12.91563289
-1.79940409 -2.614318284 12.91186725
-1.802561666 -2.61845637 12.90810351
-1.805723968 -2.622602287 12.90434166
-1.808891008 -2.626756054 12.90058171
-1.812062802 -2.630917692 12.89682366
-1.815239364 -2.63508722 12.89306754
-1.818420708 -2.63926466 12.88931333
-1.821606849 -2.64345003 12.88556105
-1.824797801 -2.647643353 12.88181071
-1.827993578 -2.651844647 12.87806231
-1.831194196 -2.656053933 12.87431586
-1.834399669 -2.660271233 12.87057136
-1.837610012 -2.664496565 12.86682883
-1.840825238 -2.668729952 12.86308827
-1.844045364 -2.672971413 12.85934969
-1.847270403 -2.677220969 12.8556131
-1.85050037 -2.681478641 12.85187849
-1.85373528 -2.685744449 12.84814589
-1.856975148 -2.690018414 12.84441529
-1.860219989 -2.694300558 12.84068671
-1.863469818 -2.6985909 12.83696015
-1.866724649 -2.702889462 12.83323562
-1.869984497 -2.707196265 12.82951313
-1.873249378 -2.71151133 12.82579268
-1.876519306 -2.715834678 12.82207428
-1.879794297 -2.72016633 12.81835795
-1.883074365 -2.724506307 12.81464367
-1.886359525 -2.72885463 12.81093148
-1.889649794 -2.733211321 12.80722136
-1.892945185 -2.7375764 12.80351333
-1.896245715 -2.74194989 12.79980741
-1.899551397 -2.746331811 12.79610358
-1.902862249 -2.750722186 12.79240187
-1.906178284 -2.755121034 12.78870228
-1.909499518 -2.759528379 12.78500481
-1.912825967 -2.763944242 12.78130949
-1.916157646 -2.768368643 12.7776163
-1.91949457 -2.772801606 12.77392527
-1.922836755 -2.777243151 12.7702364
-1.926184217 -2.7816933 12.7665497
-1.92953697 -2.786152076 12.76286517
-1.932895031 -2.790619499 12.75918282
-1.936258415 -2.795095593 12.75550267
-1.939627137 -2.799580378 12.75182471
-1.943001214 -2.804073878 12.74814897
-1.946380661 -2.808576113 12.74447543
-1.949765493 -2.813087107 12.74080413
-1.953155727 -2.81760688 12.73713505
-1.956551378 -2.822135456 12.73346822
-1.959952463 -2.826672857 12.72980363
-1.963358996 -2.831219105 12.72614131
-1.966770994 -2.835774222 12.72248124
-1.970188473 -2.840338231 12.71882346
-1.973611449 -2.844911154 12.71516795
-1.977039937 -2.849493013 12.71151473
-1.980473954 -2.854083832 12.70786382
-1.983913517 -2.858683633 12.70421521
-1.98735864 -2.863292438 12.70056892
-1.99080934 -2.86791027 12.69692495
-1.994265633 -2.872537152 12.69328332
-1.997727536 -2.877173106 12.68964403
-2.001195065 -2.881818157 12.68600709
-2.004668235 -2.886472325 12.6823725
-2.008147064 -2.891135635 12.67874029
-2.011631568 -2.895808109 12.67511046
-2.015121762 -2.900489771 12.67148301
-2.018617664 -2.905180643 12.66785795
-2.02211929 -2.909880749 12.6642353
-2.025626656 -2.914590111 12.66061506
-2.029139779 -2.919308754 12.65699725
-2.032658675 -2.9240367 12.65338186
-2.036183361 -2.928773972 12.64976892
-2.039713854 -2.933520595 12.64615842
-2.043250171 -2.938276591 12.64255038
-2.046792327 -2.943041984 12.63894481
-2.05034034 -2.947816797 12.63534172
-2.053894226 -2.952601055 12.63174111
-2.057454003 -2.95739478 12.62814299
-2.061019687 -2.962197997 12.62454738
-2.064591294 -2.967010729 12.62095429
-2.068168843 -2.971833 12.61736371
-2.071752349 -2.976664834 12.61377567
-2.07534183 -2.981506255 12.61019017
-2.078937303 -2.986357286 12.60660723
-2.082538785 -2.991217952 12.60302684
-2.086146292 -2.996088277 12.59944902
-2.089759843 -3.000968284 12.59587379
-2.093379454 -3.005857999 12.59230114
-2.097005142 -3.010757445 12.5887311
-2.100636925 -3.015666646 12.58516366
-2.104274819 -3.020585627 12.58159884
-2.107918843 -3.025514412 12.57803665
-2.111569013 -3.030453026 12.5744771
-2.115225348 -3.035401493 12.5709202
-2.118887863 -3.040359837 12.56736596
-2.122556577 -3.045328084 12.56381439
-2.126231507 -3.050306257 12.56026549
-2.129912672 -3.055294381 12.55671929
-2.133600087 -3.060292482 12.55317578
-2.137293771 -3.065300583 12.54963498
-2.140993742 -3.07031871 12.54609691
-2.144700016 -3.075346888 12.54256156
-2.148412613 -3.080385141 12.53902895
-2.152131549 -3.085433495 12.53549909
-2.155856842 -3.090491974 12.53197199
-2.159588511 -3.095560604 12.52844767
-2.163326573 -3.10063941 12.52492612
-2.167071045 -3.105728417 12.52140737
-2.170821946 -3.110827649 12.51789142
-2.174579294 -3.115937134 12.51437828
-2.178343107 -3.121056895 12.51086796
-2.182113403 -3.126186958 12.50736048
-2.185890199 -3.131327349 12.50385585
-2.189673514 -3.136478094 12.50035407
-2.193463367 -3.141639217 12.49685516
-2.197259774 -3.146810744 12.49335912
-2.201062755 -3.151992701 12.48986597
-2.204872328 -3.157185115 12.48637573
-2.208688511 -3.162388009 12.48288839
-2.212511322 -3.167601411 12.47940397
-2.21634078 -3.172825347 12.47592249
-2.220176903 -3.178059841 12.47244395
-2.224019709 -3.183304921 12.46896836
-2.227869218 -3.188560612 12.46549575
-2.231725447 -3.19382694 12.4620261
-2.235588415 -3.199103931 12.45855945
-2.239458141 -3.204391612 12.45509579
-2.243334643 -3.209690009 12.45163515
-2.247217941 -3.214999148 12.44817753
-2.251108051 -3.220319056 12.44472295
-2.255004995 -3.225649759 12.4412714
-2.258908789 -3.230991282 12.43782292
-2.262819454 -3.236343654 12.43437751
-2.266737007 -3.2417069 12.43093517
-2.270661468 -3.247081048 12.42749593
-2.274592856 -3.252466123 12.42405979
-2.278531189 -3.257862153 12.42062677
-2.282476488 -3.263269163 12.41719688
-2.286428769 -3.268687182 12.41377012
-2.290388054 -3.274116236 12.41034652
-2.294354361 -3.279556352 12.40692608
-2.298327708 -3.285007557 12.40350882
-2.302308116 -3.290469878 12.40009474
-2.306295604 -3.295943342 12.39668387
-2.31029019 -3.301427976 12.3932762
-2.314291894 -3.306923807 12.38987176
-2.318300736 -3.312430864 12.38647056
-2.322316735 -3.317949172 12.38307261
-2.32633991 -3.32347876 12.37967792
-2.33037028 -3.329019654 12.3762865
-2.334407866 -3.334571883 12.37289837
-2.338452687 -3.340135474 12.36951354
-2.342504762 -3.345710454 12.36613202
-2.346564111 -3.351296851 12.36275382
-2.350630753 -3.356894693 12.35937897
-2.354704709 -3.362504008 12.35600746
-2.358785998 -3.368124823 12.35263931
-2.36287464 -3.373757166 12.34927454
-2.366970655 -3.379401065 12.34591316
-2.371074062 -3.385056548 12.34255518
-2.375184881 -3.390723643 12.33920062
-2.379303133 -3.396402378 12.33584948
-2.383428837 -3.402092782 12.33250178
-2.387562013 -3.407794881 12.32915754
-2.391702682 -3.413508706 12.32581676
-2.395850863 -3.419234284 12.32247947
-2.400006577 -3.424971642 12.31914567
-2.404169843 -3.430720811 12.31581538
-2.408340682 -3.436481817 12.31248861
-2.412519115 -3.442254691 12.30916537
-2.416705161 -3.448039459 12.30584568
-2.42089884 -3.453836151 12.30252955
-2.425100174 -3.459644796 12.299217
-2.429309182 -3.465465421 12.29590804
-2.433525885 -3.471298057 12.29260268
-2.437750304 -3.477142731 12.28930093
-2.441982458 -3.482999473 12.28600282
-2.446222369 -3.488868312 12.28270835
-2.450470057 -3.494749276 12.27941754
-2.454725543 -3.500642395 12.27613041
-2.458988847 -3.506547697 12.27284696
-2.46325999 -3.512465212 12.26956721
-2.467538993 -3.518394969 12.26629118
-2.471825876 -3.524336998 12.26301888
-2.476120661 -3.530291327 12.25975032
-2.480423368 -3.536257986 12.25648552
-2.484734019 -3.542237004 12.25322449
-2.489052633 -3.548228411 12.24996725
-2.493379233 -3.554232236 12.24671382
-2.497713838 -3.560248509 12.2434642
-2.502056471 -3.56627726 12.24021841
-2.506407152 -3.572318518 12.23697647
-2.510765903 -3.578372313 12.23373839
-2.515132744 -3.584438674 12.23050419
-2.519507697 -3.590517632 12.22727388
-2.523890783 -3.596609216 12.22404747
-2.528282023 -3.602713457 12.22082499
-2.532681439 -3.608830384 12.21760644
-2.537089052 -3.614960028 12.21439185
-2.541504884 -3.621102418 12.21118122
-2.545928955 -3.627257585 12.20797457
-2.550361288 -3.633425558 12.20477193
-2.554801903 -3.639606369 12.20157329
-2.559250824 -3.645800047 12.19837869
-2.56370807 -3.652006623 12.19518813
-2.568173664 -3.658226127 12.19200163
-2.572647627 -3.66445859 12.1888192
-2.577129981 -3.670704042 12.18564087
-2.581620749 -3.676962514 12.18246665
-2.586119951 -3.683234036 12.17929655
-2.590627609 -3.68951864 12.17613059
-2.595143746 -3.695816355 12.17296878
-2.599668384 -3.702127213 12.16981115
-2.604201543 -3.708451244 12.1666577
-2.608743247 -3.714788479 12.16350846
-2.613293517 -3.72113895 12.16036344
-2.617852376 -3.727502687 12.15722266
-2.622419845 -3.733879722 12.15408613
-2.626995946 -3.740270084 12.15095387
-2.631580703 -3.746673807 12.1478259
-2.636174136 -3.75309092 12.14470223
-2.640776269 -3.759521455 12.14158288
-2.645387123 -3.765965443 12.13846786
-2.650006721 -3.772422916 12.1353572
-2.654635086 -3.778893905 12.13225091
-2.659272239 -3.785378442 12.12914901
-2.663918204 -3.791876557 12.12605151
-2.668573002 -3.798388283 12.12295843
-2.673236656 -3.804913651 12.1198698
-2.67790919 -3.811452693 12.11678562
-2.682590624 -3.81800544 12.11370591
-2.687280983 -3.824571925 12.11063069
-2.691980288 -3.831152179 12.10755998
-2.696688563 -3.837746233 12.1044938
-2.701405831 -3.844354121 12.10143216
-2.706132113 -3.850975873 12.09837508
-2.710867433 -3.857611522 12.09532258
-2.715611814 -3.8642611 12.09227468
-2.720365278 -3.870924638 12.08923139
-2.725127849 -3.87760217 12.08619274
-2.72989955 -3.884293727 12.08315874
-2.734680403 -3.890999342 12.0801294
-2.739470432 -3.897719046 12.07710475
-2.74426966 -3.904452873 12.07408481
-2.74907811 -3.911200854 12.07106959
-2.753895805 -3.917963023 12.06805911
-2.758722768 -3.924739411 12.0650534
-2.763559023 -3.93153005 12.06205246
-2.768404592 -3.938334975 12.05905632
-2.7732595 -3.945154217 12.056065
-2.77812377 -3.951987809 12.05307851
-2.782997425 -3.958835783 12.05009688
-2.787880488 -3.965698173 12.04712012
-2.792772982 -3.972575011 12.04414825
-2.797674933 -3.979466331 12.04118129
-2.802586362 -3.986372165 12.03821927
-2.807507294 -3.993292545 12.03526219
-2.812437752 -4.000227506 12.03231008
-2.81737776 -4.00717708 12.02936296
-2.822327342 -4.0141413 12.02642085
-2.827286521 -4.0211202 12.02348377
-2.83225532 -4.028113812 12.02055173
-2.837233765 -4.035122171 12.01762476
-2.842221879 -4.042145308 12.01470288
-2.847219685 -4.049183258 12.0117861
-2.852227208 -4.056236054 12.00887445
-2.857244471 -4.063303729 12.00596794
-2.862271498 -4.070386317 12.0030666
-2.867308314 -4.077483851 12.00017045
-2.872354943 -4.084596365 11.99727951
-2.877411409 -4.091723892 11.99439379
-2.882477735 -4.098866467 11.99151332
-2.887553946 -4.106024122 11.98863812
-2.892640066 -4.113196892 11.98576821
-2.89773612 -4.12038481 11.98290361
-2.902842131 -4.127587911 11.98004433
-2.907958124 -4.134806227 11.97719041
-2.913084124 -4.142039794 11.97434186
-2.918220155 -4.149288644 11.97149871
-2.92336624 -4.156552812 11.96866096
-2.928522405 -4.163832332 11.96582866
-2.933688675 -4.171127238 11.96300181
-2.938865072 -4.178437564 11.96018043
-2.944051623 -4.185763344 11.95736456
-2.949248352 -4.193104613 11.95455421
-2.954455283 -4.200461404 11.9517494
-2.959672441 -4.207833753 11.94895015
-2.964899851 -4.215221693 11.94615649
-2.970137537 -4.222625258 11.94336844
-2.975385524 -4.230044483 11.94058602
-2.980643838 -4.237479403 11.93780925
-2.985912502 -4.244930052 11.93503815
-2.991191542 -4.252396464 11.93227275
-2.996480982 -4.259878675 11.92951307
-3.001780848 -4.267376718 11.92675912
-3.007091164 -4.274890628 11.92401095
-3.012411956 -4.28242044 11.92126855
-3.017743248 -4.289966189 11.91853197
-3.023085066 -4.29752791 11.91580121
-3.028437434 -4.305105636 11.91307631
-3.033800378 -4.312699404 11.91035729
-3.039173922 -4.320309247 11.90764416
-3.044558093 -4.327935201 11.90493696
-3.049952915 -4.335577301 11.90223571
-3.055358414 -4.343235582 11.89954042
-3.060774614 -4.350910078 11.89685113
-3.066201542 -4.358600824 11.89416785
-3.071639222 -4.366307857 11.89149061
-3.077087679 -4.37403121 11.88881944
-3.08254694 -4.38177092 11.88615435
-3.08801703 -4.38952702 11.88349537
-3.093497973 -4.397299547 11.88084253
-3.098989796 -4.405088535 11.87819584
-3.104492525 -4.41289402 11.87555534
-3.110006184 -4.420716038 11.87292105
-3.115530799 -4.428554623 11.87029298
-3.121066396 -4.43640981 11.86767117
-3.126613001 -4.444281636 11.86505564
-3.132170639 -4.452170136 11.86244642
-3.137739335 -4.460075344 11.85984353
-3.143319117 -4.467997298 11.85724698
-3.148910008 -4.475936031 11.85465682
-3.154512036 -4.48389158 11.85207306
-3.160125226 -4.49186398 11.84949573
-3.165749604 -4.499853267 11.84692486
-3.171385195 -4.507859476 11.84436046
-3.177032026 -4.515882644 11.84180256
-3.182690122 -4.523922805 11.8392512
-3.18835951 -4.531979996 11.83670639
-3.194040215 -4.540054252 11.83416817
-3.199732264 -4.548145609 11.83163654
-3.205435683 -4.556254102 11.82911156
-3.211150496 -4.564379769 11.82659323
-3.216876732 -4.572522643 11.82408158
-3.222614415 -4.580682762 11.82157664
-3.228363572 -4.588860161 11.81907845
-3.234124229 -4.597054876 11.81658701
-3.239896413 -4.605266943 11.81410236
-3.245680149 -4.613496398 11.81162453
-3.251475463 -4.621743277 11.80915354
-3.257282383 -4.630007616 11.80668942
-3.263100933 -4.638289451 11.8042322
-3.268931142 -4.646588817 11.8017819
-3.274773034 -4.654905752 11.79933855
-3.280626636 -4.663240291 11.79690217
-3.286491975 -4.67159247 11.7944728
-3.292369077 -4.679962325 11.79205047
-3.298257969 -4.688349893 11.78963519
-3.304158676 -4.696755209 11.78722699
-3.310071226 -4.70517831 11.78482591
-3.315995645 -4.713619232 11.78243198
-3.321931959 -4.722078011 11.78004521
-3.327880196 -4.730554684 11.77766564
-3.33384038 -4.739049286 11.7752933
-3.33981254 -4.747561853 11.7729282
-3.345796701 -4.756092424 11.7705704
-3.351792891 -4.764641032 11.7682199
-3.357801136 -4.773207715 11.76587674
-3.363821462 -4.781792509 11.76354094
-3.369853897 -4.79039545 11.76121255
-3.375898466 -4.799016575 11.75889158
-3.381955198 -4.80765592 11.75657806
-3.388024118 -4.816313521 11.75427202
-3.394105253 -4.824989415 11.7519735
-3.40019863 -4.833683638 11.74968252
-3.406304276 -4.842396226 11.7473991
-3.412422217 -4.851127216 11.74512329
-3.418552481 -4.859876644 11.74285511
-3.424695094 -4.868644546 11.74059458
-3.430850084 -4.87743096 11.73834175
-3.437017476 -4.886235921 11.73609663
-3.443197298 -4.895059465 11.73385926
-3.449389578 -4.90390163 11.73162967
-3.45559434 -4.912762452 11.72940789
-3.461811614 -4.921641966 11.72719395
-3.468041425 -4.93054021 11.72498787
-3.474283801 -4.93945722 11.7227897
-3.480538769 -4.948393032 11.72059946
-3.486806355 -4.957347683 11.71841718
-3.493086586 -4.966321209 11.71624289
-3.499379491 -4.975313647 11.71407662
-3.505685095 -4.984325033 11.71191841
-3.512003425 -4.993355403 11.70976829
-3.51833451 -5.002404794 11.70762628
-3.524678375 -5.011473243 11.70549242
-3.531035049 -5.020560785 11.70336674
-3.537404557 -5.029667458 11.70124927
-3.543786927 -5.038793297 11.69914004
-3.550182187 -5.047938339 11.69703909
-3.556590363 -5.05710262 11.69494644
-3.563011483 -5.066286177 11.69286214
-3.569445573 -5.075489046 11.6907862
-3.575892661 -5.084711264 11.68871867
-3.582352774 -5.093952867 11.68665958
-3.588825939 -5.103213891 11.68460895
-3.595312183 -5.112494372 11.68256682
-3.601811534 -5.121794348 11.68053323
-3.608324019 -5.131113854 11.67850821
-3.614849664 -5.140452926 11.67649179
-3.621388497 -5.149811601 11.67448399
-3.627940546 -5.159189915 11.67248487
-3.634505837 -5.168587905 11.67049445
-3.641084398 -5.178005606 11.66851276
-3.647676256 -5.187443055 11.66653983
-3.654281437 -5.196900288 11.66457571
-3.66089997 -5.206377341 11.66262042
-3.667531882 -5.215874251 11.660674
-3.6741772 -5.225391054 11.65873648
-3.68083595 -5.234927785 11.6568079
-3.687508161 -5.244484481 11.65488829
-3.694193859 -5.254061177 11.65297768
-3.700893072 -5.263657911 11.65107612
-3.707605827 -5.273274718 11.64918363
-3.714332151 -5.282911634 11.64730025
-3.721072071 -5.292568695 11.64542601
-3.727825615 -5.302245936 11.64356096
-3.73459281 -5.311943395 11.64170512
-3.741373683 -5.321661107 11.63985852
-3.748168262 -5.331399107 11.63802122
-3.754976573 -5.341157432 11.63619323
-3.761798643 -5.350936117 11.6343746
-3.768634501 -5.360735198 11.63256537
-3.775484173 -5.370554712 11.63076556
-3.782347686 -5.380394692 11.62897522
-3.789225068 -5.390255177 11.62719437
-3.796116345 -5.4001362 11.62542307
-3.803021546 -5.410037797 11.62366133
-3.809940696 -5.419960005 11.62190921
-3.816873824 -5.429902859 11.62016673
-3.823820957 -5.439866393 11.61843394
-3.830782121 -5.449850645 11.61671086
-3.837757343 -5.459855648 11.61499754
-3.844746652 -5.469881439 11.61329402
-3.851750073 -5.479928052 11.61160032
-3.858767635 -5.489995523 11.6099165
-3.865799364 -5.500083888 11.60824258
-3.872845287 -5.510193181 11.6065786
-3.879905431 -5.520323438 11.60492461
-3.886979824 -5.530474693 11.60328064
-3.894068492 -5.540646983 11.60164672
-3.901171463 -5.550840341 11.6000229
-3.908288763 -5.561054802 11.59840921
-3.91542042 -5.571290402 11.59680569
-3.92256646 -5.581547176 11.59521239
-3.929726911 -5.591825158 11.59362933
-3.936901799 -5.602124383 11.59205656
-3.944091152 -5.612444885 11.59049412
-3.951294996 -5.6227867 11.58894204
-3.958513358 -5.633149861 11.58740037
-3.965746265 -5.643534404 11.58586914
-3.972993744 -5.653940363 11.5843484
-3.980255821 -5.664367772 11.58283818
-3.987532524 -5.674816665 11.58133852
-3.99482388 -5.685287077 11.57984946
-4.002129915 -5.695779041 11.57837105
-4.009450655 -5.706292593 11.57690331
-4.016786128 -5.716827766 11.5754463
-4.024136361 -5.727384594 11.57400006
-4.031501379 -5.737963111 11.57256461
-4.03888121 -5.748563351 11.57114001
-4.04627588 -5.759185347 11.5697263
-4.053685416 -5.769829134 11.56832351
-4.061109844 -5.780494745 11.56693168
-4.068549191 -5.791182213 11.56555086
-4.076003484 -5.801891572 11.56418109
-4.083472748 -5.812622856 11.56282241
-4.090957011 -5.823376097 11.56147486
-4.098456299 -5.834151329 11.56013848
-4.105970638 -5.844948586 11.55881332
-4.113500054 -5.855767899 11.55749941
-4.121044574 -5.866609303 11.5561968
-4.128604224 -5.87747283 11.55490553
-4.136179031 -5.888358513 11.55362564
-4.14376902 -5.899266384 11.55235718
-4.151374218 -5.910196477 11.55110018
-4.158994651 -5.921148823 11.5498547
-4.166630345 -5.932123456 11.54862076
-4.174281325 -5.943120408 11.54739842
-4.181947619 -5.954139711 11.54618772
-4.189629253 -5.965181396 11.5449887
-4.197326251 -5.976245498 11.5438014
-4.20503864 -5.987332046 11.54262587
-4.212766446 -5.998441074 11.54146215
-4.220509694 -6.009572613 11.54031029
-4.228268411 -6.020726694 11.53917032
-4.236042623 -6.03190335 11.5380423
-4.243832354 -6.043102611 11.53692626
-4.25163763 -6.05432451 11.53582225
-4.259458478 -6.065569077 11.53473032
-4.267294922 -6.076836343 11.5336505
-4.275146989 -6.088126341 11.53258285
-4.283014703 -6.0994391 11.53152741
-4.29089809 -6.110774651 11.53048422
-4.298797176 -6.122133026 11.52945333
-4.306711985 -6.133514254 11.52843478
-4.314642543 -6.144918367 11.52742862
-4.322588876 -6.156345395 11.52643489
-4.330551008 -6.167795368 11.52545365
-4.338528964 -6.179268315 11.52448492
-4.346522769 -6.190764268 11.52352877
-4.35453245 -6.202283256 11.52258523
-4.362558029 -6.213825309 11.52165435
-4.370599533 -6.225390456 11.52073618
-4.378656986 -6.236978727 11.51983077
-4.386730412 -6.248590151 11.51893815
-4.394819837 -6.260224759 11.51805838
-4.402925286 -6.271882577 11.5171915
-4.411046782 -6.283563637 11.51633757
-4.41918435 -6.295267967 11.51549662
-4.427338015 -6.306995594 11.5146687
-4.435507801 -6.318746549 11.51385387
-4.443693732 -6.330520859 11.51305216
-4.451895833 -6.342318553 11.51226363
-4.460114128 -6.354139659 11.51148832
-4.468348641 -6.365984205 11.51072628
-4.476599396 -6.377852218 11.50997756
-4.484866417 -6.389743727 11.50924221
-4.493149727 -6.401658759 11.50852027
-4.501449352 -6.413597342 11.50781179
-4.509765314 -6.425559503 11.50711682
-4.518097637 -6.437545269 11.50643541
-4.526446345 -6.449554666 11.50576761
-4.534811461 -6.461587723 11.50511346
-4.54319301 -6.473644465 11.50447301
-4.551591013 -6.485724919 11.50384632
-4.560005495 -6.497829111 11.50323344
-4.568436479 -6.509957068 11.5026344
-4.576883988 -6.522108816 11.50204926
-4.585348045 -6.534284379 11.50147808
-4.593828673 -6.546483786 11.50092089
-4.602325895 -6.558707059 11.50037775
-4.610839733 -6.570954226 11.49984871
-4.619370212 -6.583225311 11.49933382
-4.627917352 -6.595520339 11.49883313
-4.636481178 -6.607839335 11.49834668
-4.64506171 -6.620182324 11.49787454
-4.653658973 -6.63254933 11.49741674
-4.662272987 -6.644940378 11.49697334
-4.670903776 -6.657355491 11.4965444
-4.679551361 -6.669794694 11.49612995
-4.688215765 -6.68225801 11.49573006
-4.696897009 -6.694745463 11.49534477
-4.705595115 -6.707257077 11.49497413
-4.714310105 -6.719792873 11.49461819
-4.723042001 -6.732352877 11.49427702
-4.731790825 -6.744937109 11.49395065
-4.740556597 -6.757545594 11.49363914
-4.749339339 -6.770178353 11.49334254
-4.758139073 -6.782835408 11.4930609
-4.766955819 -6.795516782 11.49279428
-4.775789599 -6.808222496 11.49254272
-4.784640434 -6.820952572 11.49230629
-4.793508344 -6.833707032 11.49208502
-4.802393351 -6.846485896 11.49187898
-4.811295474 -6.859289186 11.49168821
-4.820214735 -6.872116922 11.49151277
-4.829151154 -6.884969126 11.49135271
-4.838104752 -6.897845816 11.49120809
-4.847075548 -6.910747014 11.49107895
-4.856063562 -6.92367274 11.49096535
-4.865068816 -6.936623012 11.49086735
-4.874091327 -6.949597851 11.49078499
-4.883131118 -6.962597276 11.49071833
-4.892188206 -6.975621306 11.49066743
-4.901262612 -6.98866996 11.49063233
-4.910354355 -7.001743256 11.4906131
-4.919463454 -7.014841213 11.49060977
-4.928589929 -7.027963849 11.49062242
-4.937733799 -7.041111181 11.49065109
-4.946895082 -7.054283228 11.49069583
-4.956073797 -7.067480006 11.49075671
-4.965269964 -7.080701534 11.49083377
-4.9744836 -7.093947827 11.49092707
-4.983714725 -7.107218903 11.49103667
-4.992963356 -7.120514779 11.49116262
-5.002229512 -7.133835469 11.49130497
-5.011513211 -7.147180991 11.49146378
-5.02081447 -7.16055136 11.4916391
-5.030133308 -7.173946591 11.49183099
-5.039469743 -7.1873667 11.49203951
-5.048823791 -7.200811702 11.49226471
-5.05819547 -7.214281611 11.49250664
-5.067584798 -7.227776442 11.49276536
-5.076991792 -7.241296209 11.49304093
-5.086416468 -7.254840926 11.4933334
-5.095858844 -7.268410606 11.49364283
-5.105318936 -7.282005264 11.49396928
