set term gif size 8000, 8000 font "Times-Roman,90"
set output "chen_traj_img.gif"
set xlabel "x"
set ylabel "y"
set zlabel "z"
set xrange [-40:40]
set yrange [-40:40]
set zrange [0:60]
splot '-' with line
13.69192002 16.05259001 35.82368079
13.69408003 16.04900456 35.82662041
13.69623447 16.04541349 35.82955901
13.69838335 16.04181682 35.8324966
13.70052668 16.03821454 35.83543316
13.70266446 16.03460667 35.8383687
13.70479668 16.0309932 35.8413032
13.70692335 16.02737415 35.84423667
13.70904447 16.0237495 35.84716911
13.71116005 16.02011927 35.85010049
13.71327008 16.01648346 35.85303083
13.71537456 16.01284208 35.85596012
13.7174735 16.00919512 35.85888835
13.71956689 16.00554259 35.86181552
13.72165475 16.00188449 35.86474162
13.72373707 15.99822083 35.86766666
13.72581385 15.99455162 35.87059062
13.72788509 15.99087685 35.87351351
13.7299508 15.98719652 35.87643531
13.73201098 15.98351065 35.87935603
13.73406563 15.97981923 35.88227565
13.73611475 15.97612228 35.88519419
13.73815834 15.97241978 35.88811162
13.74019641 15.96871175 35.89102795
13.74222895 15.96499819 35.89394318
13.74425596 15.9612791 35.89685729
13.74627746 15.9575545 35.89977029
13.74829344 15.95382437 35.90268217
13.7503039 15.95008872 35.90559292
13.75230884 15.94634756 35.90850255
13.75430827 15.9426009 35.91141105
13.75630218 15.93884872 35.91431841
13.75829058 15.93509105 35.91722463
13.76027347 15.93132788 35.92012971
13.76225086 15.92755921 35.92303364
13.76422273 15.92378505 35.92593641
13.7661891 15.92000541 35.92883803
13.76814997 15.91622028 35.93173849
13.77010533 15.91242967 35.93463778
13.7720552 15.90863358 35.93753591
13.77399956 15.90483202 35.94043286
13.77593843 15.901025 35.94332864
13.7778718 15.8972125 35.94622323
13.77979968 15.89339454 35.94911664
13.78172207 15.88957113 35.95200886
13.78363896 15.88574226 35.95489989
13.78555036 15.88190794 35.95778972
13.78745628 15.87806817 35.96067835
13.78935671 15.87422295 35.96356577
13.79125166 15.8703723 35.96645198
13.79314112 15.8665162 35.96933698
13.7950251 15.86265468 35.97222077
13.7969036 15.85878772 35.97510333
13.79877662 15.85491534 35.97798466
13.80064417 15.85103753 35.98086477
13.80250624 15.84715431 35.98374364
13.80436284 15.84326567 35.98662128
13.80621397 15.83937162 35.98949767
13.80805962 15.83547216 35.99237282
13.80989981 15.83156729 35.99524672
13.81173453 15.82765703 35.99811936
13.81356379 15.82374136 36.00099075
13.81538758 15.8198203 36.00386088
13.81720591 15.81589386 36.00672974
13.81901878 15.81196202 36.00959733
13.82082619 15.8080248 36.01246365
13.82262814 15.8040822 36.01532869
13.82442464 15.80013423 36.01819244
13.82621568 15.79618088 36.02105492
13.82800127 15.79222217 36.0239161
13.82978141 15.78825809 36.026776
13.8315561 15.78428865 36.02963459
13.83332534 15.78031385 36.03249188
13.83508914 15.77633369 36.03534787
13.83684749 15.77234819 36.03820255
13.8386004 15.76835734 36.04105592
13.84034787 15.76436114 36.04390797
13.8420899 15.76035961 36.0467587
13.84382649 15.75635273 36.04960811
13.84555765 15.75234053 36.05245618
13.84728337 15.748323 36.05530293
13.84900366 15.74430014 36.05814834
13.85071851 15.74027196 36.06099241
13.85242794 15.73623846 36.06383513
13.85413194 15.73219964 36.06667651
13.85583051 15.72815552 36.06951654
13.85752366 15.72410609 36.07235521
13.85921138 15.72005135 36.07519252
13.86089368 15.71599132 36.07802847
13.86257057 15.71192598 36.08086305
13.86424203 15.70785536 36.08369627
13.86590808 15.70377944 36.0865281
13.86756871 15.69969824 36.08935856
13.86922393 15.69561176 36.09218764
13.87087374 15.69152 36.09501533
13.87251813 15.68742297 36.09784163
13.87415712 15.68332066 36.10066654
13.8757907 15.67921309 36.10349005
13.87741888 15.67510025 36.10631215
13.87904165 15.67098215 36.10913286
13.88065902 15.66685879 36.11195215
13.88227099 15.66273019 36.11477004
13.88387756 15.65859633 36.1175865
13.88547874 15.65445722 36.12040155
13.88707452 15.65031288 36.12321517
13.8886649 15.64616329 36.12602736
13.8902499 15.64200848 36.12883813
13.8918295 15.63784842 36.13164746
13.89340371 15.63368315 36.13445535
13.89497254 15.62951264 36.13726179
13.89653598 15.62533692 36.14006679
13.89809404 15.62115598 36.14287034
13.89964671 15.61696983 36.14567244
13.90119401 15.61277847 36.14847308
13.90273592 15.6085819 36.15127226
13.90427246 15.60438013 36.15406997
13.90580362 15.60017316 36.15686622
13.90732941 15.59596099 36.15966099
13.90884982 15.59174364 36.16245429
13.91036487 15.58752109 36.16524611
13.91187454 15.58329336 36.16803644
13.91337885 15.57906045 36.17082529
13.91487779 15.57482237 36.17361265
13.91637137 15.57057911 36.17639851
13.91785959 15.56633068 36.17918287
13.91934244 15.56207709 36.18196574
13.92081994 15.55781833 36.18474709
13.92229207 15.55355441 36.18752694
13.92375885 15.54928534 36.19030528
13.92522028 15.54501112 36.1930821
13.92667636 15.54073175 36.1958574
13.92812708 15.53644724 36.19863118
13.92957245 15.53215758 36.20140343
13.93101248 15.52786279 36.20417414
13.93244716 15.52356286 36.20694333
13.93387649 15.51925781 36.20971098
13.93530049 15.51494763 36.21247708
13.93671914 15.51063232 36.21524164
13.93813245 15.5063119 36.21800465
13.93954043 15.50198636 36.22076611
13.94094306 15.49765571 36.22352602
13.94234037 15.49331995 36.22628436
13.94373234 15.48897909 36.22904114
13.94511898 15.48463313 36.23179636
13.94650029 15.48028207 36.23455
13.94787627 15.47592592 36.23730208
13.94924693 15.47156468 36.24005257
13.95061226 15.46719835 36.24280148
13.95197227 15.46282694 36.24554881
13.95332695 15.45845045 36.24829456
13.95467632 15.45406888 36.25103871
13.95602037 15.44968225 36.25378126
13.95735911 15.44529054 36.25652222
13.95869252 15.44089377 36.25926157
13.96002063 15.43649194 36.26199932
13.96134342 15.43208506 36.26473547
13.96266091 15.42767312 36.26746999
13.96397309 15.42325613 36.27020291
13.96527996 15.41883409 36.2729342
13.96658152 15.41440702 36.27566387
13.96787779 15.4099749 36.27839192
13.96916875 15.40553775 36.28111833
13.97045441 15.40109556 36.28384311
13.97173477 15.39664835 36.28656626
13.97300984 15.39219612 36.28928776
13.97427961 15.38773886 36.29200762
13.97554409 15.38327659 36.29472584
13.97680328 15.3788093 36.2974424
13.97805718 15.37433701 36.30015731
13.97930579 15.3698597 36.30287056
13.98054912 15.3653774 36.30558215
13.98178716 15.36089009 36.30829208
13.98301991 15.3563978 36.31100034
13.98424739 15.35190051 36.31370693
13.98546958 15.34739823 36.31641184
13.9866865 15.34289097 36.31911508
13.98789814 15.33837872 36.32181663
13.98910451 15.3338615 36.3245165
13.9903056 15.32933931 36.32721468
13.99150142 15.32481215 36.32991117
13.99269198 15.32028002 36.33260597
13.99387726 15.31574293 36.33529907
13.99505728 15.31120088 36.33799046
13.99623203 15.30665387 36.34068015
13.99740152 15.30210191 36.34336814
13.99856575 15.29754501 36.34605441
13.99972472 15.29298316 36.34873896
14.00087843 15.28841637 36.3514218
14.00202688 15.28384465 36.35410292
14.00317008 15.27926799 36.35678231
14.00430803 15.2746864 36.35945997
14.00544072 15.27009988 36.3621359
14.00656817 15.26550845 36.3648101
14.00769037 15.26091209 36.36748256
14.00880732 15.25631082 36.37015327
14.00991902 15.25170464 36.37282224
14.01102549 15.24709355 36.37548947
14.01212671 15.24247755 36.37815494
14.01322269 15.23785666 36.38081866
14.01431344 15.23323086 36.38348061
14.01539894 15.22860018 36.38614081
14.01647922 15.2239646 36.38879924
14.01755426 15.21932414 36.39145591
14.01862407 15.2146788 36.3941108
14.01968864 15.21002858 36.39676392
14.020748 15.20537348 36.39941526
14.02180212 15.20071351 36.40206482
14.02285102 15.19604868 36.4047126
14.0238947 15.19137898 36.40735859
14.02493315 15.18670442 36.41000279
14.02596639 15.182025 36.41264519
14.02699441 15.17734073 36.4152858
14.02801721 15.17265161 36.41792461
14.0290348 15.16795764 36.42056161
14.03004717 15.16325883 36.42319681
14.03105433 15.15855519 36.4258302
14.03205629 15.1538467 36.42846177
14.03305303 15.14913339 36.43109153
14.03404457 15.14441525 36.43371947
14.0350309 15.13969228 36.43634558
14.03601204 15.1349645 36.43896987
14.03698797 15.1302319 36.44159233
14.0379587 15.12549448 36.44421296
14.03892423 15.12075225 36.44683175
14.03988457 15.11600522 36.4494487
14.04083971 15.11125339 36.45206382
14.04178966 15.10649676 36.45467708
14.04273442 15.10173533 36.4572885
14.04367398 15.09696911 36.45989807
14.04460836 15.09219811 36.46250578
14.04553756 15.08742231 36.46511164
14.04646157 15.08264174 36.46771563
14.0473804 15.0778564 36.47031777
14.04829404 15.07306628 36.47291803
14.04920251 15.06827138 36.47551643
14.0501058 15.06347173 36.47811295
14.05100391 15.05866731 36.48070759
14.05189685 15.05385813 36.48330036
14.05278461 15.0490442 36.48589124
14.0536672 15.04422552 36.48848024
14.05454463 15.03940208 36.49106735
14.05541689 15.03457391 36.49365257
14.05628398 15.02974099 36.49623589
14.0571459 15.02490334 36.49881732
14.05800267 15.02006095 36.50139684
14.05885427 15.01521384 36.50397446
14.05970071 15.010362 36.50655018
14.060542 15.00550543 36.50912398
14.06137812 15.00064415 36.51169587
14.0622091 14.99577815 36.51426585
14.06303492 14.99090744 36.5168339
14.06385559 14.98603203 36.51940004
14.06467111 14.98115191 36.52196425
14.06548149 14.97626708 36.52452653
14.06628672 14.97137757 36.52708687
14.0670868 14.96648335 36.52964529
14.06788174 14.96158445 36.53220177
14.06867154 14.95668087 36.5347563
14.0694562 14.9517726 36.5373089
14.07023572 14.94685965 36.53985954
14.07101011 14.94194202 36.54240824
14.07177936 14.93701973 36.54495499
14.07254348 14.93209277 36.54749978
14.07330247 14.92716114 36.55004261
14.07405633 14.92222485 36.55258348
14.07480506 14.91728391 36.55512239
14.07554867 14.91233831 36.55765933
14.07628715 14.90738806 36.5601943
14.07702051 14.90243317 36.5627273
14.07774875 14.89747363 36.56525832
14.07847187 14.89250946 36.56778736
14.07918987 14.88754065 36.57031442
14.07990276 14.8825672 36.5728395
14.08061053 14.87758913 36.57536258
14.08131319 14.87260644 36.57788368
14.08201074 14.86761913 36.58040278
14.08270318 14.86262719 36.58291989
14.08339051 14.85763065 36.585435
14.08407274 14.85262949 36.5879481
14.08474986 14.84762373 36.5904592
14.08542188 14.84261337 36.5929683
14.08608879 14.8375984 36.59547538
14.08675061 14.83257885 36.59798044
14.08740734 14.8275547 36.6004835
14.08805896 14.82252596 36.60298453
14.08870549 14.81749264 36.60548353
14.08934693 14.81245473 36.60798052
14.08998328 14.80741225 36.61047547
14.09061454 14.8023652 36.6129684
14.09124072 14.79731357 36.61545929
14.0918618 14.79225738 36.61794814
14.0924778 14.78719663 36.62043495
14.09308872 14.78213132 36.62291972
14.09369456 14.77706145 36.62540245
14.09429532 14.77198703 36.62788313
14.09489101 14.76690806 36.63036175
14.09548162 14.76182455 36.63283833
14.09606715 14.75673649 36.63531284
14.09664761 14.7516439 36.6377853
14.097223 14.74654678 36.6402557
14.09779332 14.74144512 36.64272402
14.09835858 14.73633894 36.64519029
14.09891876 14.73122824 36.64765448
14.09947389 14.72611301 36.6501166
14.10002395 14.72099327 36.65257664
14.10056895 14.71586902 36.6550346
14.10110889 14.71074026 36.65749048
14.10164378 14.70560699 36.65994428
14.10217361 14.70046923 36.66239599
14.10269838 14.69532696 36.66484561
14.10321811 14.6901802 36.66729313
14.10373278 14.68502895 36.66973856
14.1042424 14.67987322 36.6721819
14.10474698 14.674713 36.67462313
14.10524651 14.6695483 36.67706226
14.105741 14.66437913 36.67949928
14.10623044 14.65920548 36.68193419
14.10671484 14.65402736 36.68436699
14.10719421 14.64884478 36.68679768
14.10766854 14.64365774 36.68922624
14.10813783 14.63846624 36.69165269
14.10860209 14.63327028 36.69407702
14.10906131 14.62806988 36.69649922
14.10951551 14.62286502 36.69891929
14.10996467 14.61765573 36.70133723
14.11040881 14.61244199 36.70375304
14.11084793 14.60722382 36.70616671
14.11128202 14.60200121 36.70857824
14.11171108 14.59677418 36.71098763
14.11213513 14.59154272 36.71339488
14.11255416 14.58630683 36.71579997
14.11296817 14.58106653 36.71820292
14.11337716 14.57582182 36.72060372
14.11378114 14.57057269 36.72300236
14.11418011 14.56531916 36.72539885
14.11457407 14.56006122 36.72779317
14.11496302 14.55479888 36.73018533
14.11534696 14.54953215 36.73257533
14.1157259 14.54426102 36.73496316
14.11609983 14.5389855 36.73734882
14.11646876 14.5337056 36.7397323
14.11683269 14.52842131 36.74211361
14.11719162 14.52313265 36.74449274
14.11754556 14.51783961 36.74686969
14.11789449 14.51254219 36.74924445
14.11823844 14.50724041 36.75161703
14.11857739 14.50193427 36.75398742
14.11891135 14.49662377 36.75635562
14.11924032 14.4913089 36.75872162
14.11956431 14.48598969 36.76108543
14.11988331 14.48066612 36.76344703
14.12019732 14.47533821 36.76580644
14.12050636 14.47000596 36.76816364
14.12081041 14.46466936 36.77051864
14.12110948 14.45932843 36.77287142
14.12140358 14.45398317 36.77522199
14.1216927 14.44863358 36.77757035
14.12197685 14.44327967 36.77991649
14.12225602 14.43792143 36.78226041
14.12253023 14.43255887 36.78460211
14.12279946 14.42719201 36.78694159
14.12306373 14.42182083 36.78927883
14.12332303 14.41644534 36.79161385
14.12357737 14.41106555 36.79394663
14.12382675 14.40568146 36.79627718
14.12407116 14.40029308 36.7986055
14.12431062 14.3949004 36.80093157
14.12454512 14.38950343 36.8032554
14.12477466 14.38410218 36.80557698
14.12499925 14.37869665 36.80789632
14.12521888 14.37328683 36.81021341
14.12543357 14.36787275 36.81252825
14.12564331 14.36245439 36.81484083
14.1258481 14.35703176 36.81715115
14.12604794 14.35160487 36.81945921
14.12624284 14.34617372 36.82176502
14.1264328 14.34073831 36.82406855
14.12661781 14.33529865 36.82636982
14.12679789 14.32985474 36.82866882
14.12697303 14.32440659 36.83096555
14.12714323 14.31895419 36.83326
14.1273085 14.31349755 36.83555218
14.12746884 14.30803668 36.83784208
14.12762425 14.30257157 36.84012969
14.12777473 14.29710224 36.84241503
14.12792028 14.29162868 36.84469807
14.1280609 14.2861509 36.84697883
14.1281966 14.2806689 36.84925729
14.12832738 14.27518269 36.85153346
14.12845323 14.26969227 36.85380734
14.12857417 14.26419764 36.85607891
14.12869019 14.25869881 36.85834819
14.12880129 14.25319578 36.86061516
14.12890748 14.24768855 36.86287983
14.12900876 14.24217713 36.86514218
14.12910513 14.23666152 36.86740223
14.12919658 14.23114173 36.86965996
14.12928313 14.22561775 36.87191538
14.12936477 14.2200896 36.87416848
14.12944151 14.21455727 36.87641927
14.12951335 14.20902077 36.87866772
14.12958028 14.2034801 36.88091386
14.12964232 14.19793526 36.88315767
14.12969945 14.19238627 36.88539914
14.1297517 14.18683312 36.88763829
14.12979904 14.18127582 36.8898751
14.1298415 14.17571436 36.89210958
14.12987906 14.17014876 36.89434171
14.12991173 14.16457902 36.89657151
14.12993952 14.15900514 36.89879896
14.12996242 14.15342712 36.90102407
14.12998043 14.14784497 36.90324683
14.12999356 14.14225869 36.90546723
14.13000181 14.13666829 36.90768529
14.13000518 14.13107377 36.90990099
14.13000367 14.12547512 36.91211433
14.12999729 14.11987237 36.91432532
14.12998603 14.1142655 36.91653394
14.1299699 14.10865452 36.9187402
14.1299489 14.10303944 36.92094409
14.12992302 14.09742026 36.92314561
14.12989228 14.09179699 36.92534477
14.12985668 14.08616962 36.92754155
14.1298162 14.08053816 36.92973595
14.12977087 14.07490262 36.93192798
14.12972067 14.06926299 36.93411762
14.12966561 14.06361928 36.93630489
14.1296057 14.0579715 36.93848977
14.12954093 14.05231965 36.94067226
14.1294713 14.04666373 36.94285237
14.12939682 14.04100374 36.94503008
14.12931749 14.0353397 36.9472054
14.1292333 14.02967159 36.94937833
14.12914427 14.02399943 36.95154886
14.1290504 14.01832322 36.95371699
14.12895167 14.01264297 36.95588271
14.12884811 14.00695866 36.95804603
14.1287397 14.00127032 36.96020695
14.12862645 13.99557795 36.96236545
14.12850836 13.98988154 36.96452155
14.12838544 13.9841811 36.96667523
14.12825768 13.97847663 36.9688265
14.12812509 13.97276815 36.97097535
14.12798766 13.96705564 36.97312178
14.12784541 13.96133912 36.97526579
14.12769832 13.95561858 36.97740737
14.12754641 13.94989404 36.97954653
14.12738967 13.9441655 36.98168326
14.12722811 13.93843295 36.98381756
14.12706173 13.9326964 36.98594943
14.12689053 13.92695586 36.98807886
14.1267145 13.92121133 36.99020586
14.12653366 13.91546282 36.99233042
14.12634801 13.90971032 36.99445253
14.12615754 13.90395383 36.99657221
14.12596225 13.89819338 36.99868944
14.12576216 13.89242895 37.00080422
14.12555726 13.88666055 37.00291655
14.12534755 13.88088818 37.00502643
14.12513303 13.87511185 37.00713385
14.12491371 13.86933156 37.00923882
14.12468959 13.86354732 37.01134133
14.12446066 13.85775913 37.01344138
14.12422694 13.85196698 37.01553897
14.12398842 13.84617089 37.0176341
14.1237451 13.84037086 37.01972676
14.12349699 13.8345669 37.02181695
14.12324408 13.828759 37.02390467
14.12298639 13.82294716 37.02598992
14.1227239 13.8171314 37.02807269
14.12245663 13.81131172 37.03015299
14.12218457 13.80548811 37.0322308
14.12190772 13.79966059 37.03430614
14.12162609 13.79382916 37.036379
14.12133968 13.78799381 37.03844936
14.12104849 13.78215456 37.04051725
14.12075252 13.77631141 37.04258264
14.12045178 13.77046436 37.04464554
14.12014626 13.76461341 37.04670595
14.11983596 13.75875857 37.04876387
14.1195209 13.75289984 37.05081929
14.11920106 13.74703722 37.05287221
14.11887646 13.74117072 37.05492262
14.11854709 13.73530035 37.05697054
14.11821295 13.7294261 37.05901595
14.11787405 13.72354797 37.06105885
14.11753039 13.71766598 37.06309924
14.11718196 13.71178013 37.06513713
14.11682878 13.70589042 37.0671725
14.11647084 13.69999684 37.06920535
14.11610815 13.69409942 37.07123569
14.1157407 13.68819814 37.07326351
14.1153685 13.68229302 37.0752888
14.11499155 13.67638405 37.07731158
14.11460984 13.67047124 37.07933183
14.1142234 13.6645546 37.08134955
14.1138322 13.65863412 37.08336475
14.11343626 13.65270982 37.08537741
14.11303558 13.64678168 37.08738754
14.11263016 13.64084973 37.08939514
14.11222 13.63491396 37.0914002
14.11180509 13.62897437 37.09340272
14.11138546 13.62303096 37.0954027
14.11096109 13.61708376 37.09740014
14.11053198 13.61113274 37.09939503
14.11009815 13.60517792 37.10138738
14.10965958 13.59921931 37.10337718
14.10921629 13.5932569 37.10536443
14.10876827 13.5872907 37.10734913
14.10831552 13.58132071 37.10933128
14.10785805 13.57534694 37.11131087
14.10739586 13.56936938 37.1132879
14.10692895 13.56338805 37.11526237
14.10645732 13.55740295 37.11723428
14.10598098 13.55141407 37.11920363
14.10549991 13.54542143 37.12117041
14.10501414 13.53942502 37.12313462
14.10452365 13.53342486 37.12509627
14.10402845 13.52742093 37.12705534
14.10352855 13.52141326 37.12901185
14.10302393 13.51540183 37.13096577
14.10251461 13.50938666 37.13291713
14.10200059 13.50336775 37.1348659
14.10148186 13.4973451 37.13681209
14.10095843 13.49131871 37.13875571
14.1004303 13.48528859 37.14069673
14.09989748 13.47925474 37.14263518
14.09935996 13.47321716 37.14457103
14.09881774 13.46717586 37.1465043
14.09827083 13.46113085 37.14843497
14.09771923 13.45508212 37.15036305
14.09716295 13.44902967 37.15228854
14.09660197 13.44297352 37.15421143
14.0960363 13.43691367 37.15613172
14.09546595 13.43085011 37.15804942
14.09489092 13.42478286 37.15996451
14.09431121 13.41871191 37.16187699
14.09372681 13.41263727 37.16378687
14.09313774 13.40655894 37.16569415
14.09254399 13.40047693 37.16759881
14.09194556 13.39439124 37.16950087
14.09134246 13.38830187 37.17140031
14.09073469 13.38220883 37.17329714
14.09012225 13.37611212 37.17519135
14.08950514 13.37001174 37.17708294
14.08888336 13.36390769 37.17897191
14.08825692 13.35779999 37.18085827
14.08762581 13.35168863 37.18274199
14.08699004 13.34557362 37.1846231
14.08634961 13.33945496 37.18650157
14.08570451 13.33333265 37.18837742
14.08505476 13.3272067 37.19025064
14.08440036 13.32107711 37.19212123
14.0837413 13.31494389 37.19398918
14.08307758 13.30880703 37.1958545
14.08240922 13.30266654 37.19771718
14.0817362 13.29652243 37.19957722
14.08105854 13.2903747 37.20143462
14.08037623 13.28422334 37.20328938
14.07968927 13.27806837 37.20514149
14.07899767 13.27190979 37.20699096
14.07830143 13.26574761 37.20883778
14.07760055 13.25958181 37.21068196
14.07689503 13.25341242 37.21252348
14.07618487 13.24723942 37.21436235
14.07547008 13.24106284 37.21619856
14.07475065 13.23488266 37.21803212
14.07402659 13.22869889 37.21986302
14.0732979 13.22251154 37.22169126
14.07256458 13.21632061 37.22351685
14.07182663 13.2101261 37.22533976
14.07108406 13.20392801 37.22716002
14.07033686 13.19772636 37.22897761
14.06958504 13.19152113 37.23079253
14.0688286 13.18531235 37.23260478
14.06806753 13.1791 37.23441436
14.06730185 13.1728841 37.23622127
14.06653155 13.16666464 37.23802551
14.06575664 13.16044163 37.23982707
14.06497711 13.15421507 37.24162595
14.06419297 13.14798498 37.24342215
14.06340422 13.14175134 37.24521568
14.06261086 13.13551416 37.24700652
14.0618129 13.12927345 37.24879467
14.06101033 13.12302921 37.25058014
14.06020315 13.11678145 37.25236293
14.05939137 13.11053016 37.25414302
14.05857499 13.10427535 37.25592043
14.05775401 13.09801703 37.25769514
14.05692844 13.09175519 37.25946716
14.05609826 13.08548984 37.26123648
14.0552635 13.07922099 37.26300311
14.05442414 13.07294864 37.26476704
14.05358018 13.06667278 37.26652827
14.05273164 13.06039343 37.2682868
14.05187851 13.05411059 37.27004262
14.05102079 13.04782426 37.27179574
14.05015849 13.04153444 37.27354616
14.0492916 13.03524114 37.27529386
14.04842013 13.02894436 37.27703886
14.04754408 13.0226441 37.27878115
14.04666345 13.01634038 37.28052072
14.04577825 13.01003318 37.28225758
14.04488846 13.00372252 37.28399173
14.04399411 12.9974084 37.28572316
14.04309518 12.99109081 37.28745187
14.04219168 12.98476978 37.28917786
14.04128361 12.97844529 37.29090112
14.04037097 12.97211735 37.29262167
14.03945376 12.96578597 37.29433949
14.03853199 12.95945114 37.29605458
14.03760566 12.95311288 37.29776695
14.03667476 12.94677118 37.29947659
14.03573931 12.94042605 37.30118349
14.03479929 12.93407749 37.30288767
14.03385472 12.92772551 37.30458911
14.03290559 12.92137011 37.30628781
14.03195191 12.91501129 37.30798378
14.03099367 12.90864905 37.30967701
14.03003089 12.9022834 37.3113675
14.02906355 12.89591434 37.31305525
14.02809167 12.88954188 37.31474026
14.02711524 12.88316602 37.31642252
14.02613427 12.87678676 37.31810204
14.02514875 12.8704041 37.31977881
14.02415869 12.86401806 37.32145283
14.02316409 12.85762862 37.3231241
14.02216495 12.85123581 37.32479262
14.02116128 12.84483961 37.32645839
14.02015307 12.83844003 37.3281214
14.01914032 12.83203708 37.32978166
14.01812304 12.82563075 37.33143916
14.01710124 12.81922106 37.3330939
14.0160749 12.81280801 37.33474588
14.01504403 12.80639159 37.3363951
14.01400864 12.79997182 37.33804156
14.01296873 12.79354869 37.33968525
14.01192429 12.78712221 37.34132617
14.01087533 12.78069238 37.34296433
14.00982185 12.77425921 37.34459972
14.00876385 12.7678227 37.34623234
14.00770133 12.76138285 37.34786219
14.0066343 12.75493967 37.34948927
14.00556275 12.74849315 37.35111357
14.00448669 12.74204331 37.3527351
14.00340613 12.73559015 37.35435384
14.00232105 12.72913366 37.35596982
14.00123146 12.72267385 37.35758301
14.00013737 12.71621074 37.35919342
13.99903877 12.70974431 37.36080104
13.99793567 12.70327457 37.36240588
13.99682807 12.69680153 37.36400794
13.99571597 12.69032519 37.36560721
13.99459937 12.68384555 37.3672037
13.99347827 12.67736261 37.36879739
13.99235268 12.67087639 37.37038829
13.9912226 12.66438688 37.3719764
13.99008802 12.65789408 37.37356172
13.98894895 12.651398 37.37514424
13.98780539 12.64489865 37.37672396
13.98665734 12.63839602 37.37830089
13.98550481 12.63189012 37.37987502
13.98434779 12.62538095 37.38144635
13.98318629 12.61886852 37.38301488
13.98202031 12.61235283 37.3845806
13.98084985 12.60583388 37.38614352
13.97967491 12.59931167 37.38770364
13.97849549 12.59278622 37.38926094
13.97731159 12.58625752 37.39081544
13.97612323 12.57972557 37.39236713
13.97493039 12.57319038 37.39391601
13.97373307 12.56665196 37.39546208
13.97253129 12.5601103 37.39700533
13.97132505 12.5535654 37.39854577
13.97011433 12.54701729 37.40008339
13.96889915 12.54046594 37.4016182
13.96767951 12.53391138 37.40315019
13.9664554 12.5273536 37.40467935
13.96522684 12.5207926 37.4062057
13.96399381 12.51422839 37.40772922
13.96275633 12.50766098 37.40924992
13.9615144 12.50109036 37.4107678
13.96026801 12.49451653 37.41228285
13.95901716 12.48793951 37.41379507
13.95776187 12.4813593 37.41530446
13.95650212 12.47477589 37.41681103
13.95523793 12.4681893 37.41831476
13.95396929 12.46159952 37.41981566
13.95269621 12.45500656 37.42131372
13.95141868 12.44841042 37.42280895
13.95013671 12.44181111 37.42430135
13.9488503 12.43520862 37.4257909
13.94755945 12.42860297 37.42727762
13.94626416 12.42199415 37.4287615
13.94496444 12.41538217 37.43024254
13.94366028 12.40876703 37.43172073
13.94235169 12.40214874 37.43319608
13.94103867 12.3955273 37.43466859
13.93972122 12.3889027 37.43613825
13.93839934 12.38227496 37.43760506
13.93707303 12.37564408 37.43906903
13.9357423 12.36901006 37.44053014
13.93440714 12.36237291 37.44198841
13.93306756 12.35573262 37.44344382
13.93172356 12.3490892 37.44489638
13.93037514 12.34244266 37.44634608
13.9290223 12.335793 37.44779293
13.92766505 12.32914021 37.44923692
13.92630338 12.32248431 37.45067806
13.9249373 12.3158253 37.45211633
13.92356681 12.30916318 37.45355175
13.9221919 12.30249795 37.4549843
13.92081259 12.29582962 37.45641399
13.91942887 12.28915819 37.45784082
13.91804074 12.28248367 37.45926478
13.91664821 12.27580605 37.46068588
13.91525128 12.26912534 37.46210411
13.91384994 12.26244155 37.46351947
13.91244421 12.25575467 37.46493196
13.91103408 12.24906471 37.46634158
13.90961955 12.24237168 37.46774833
13.90820062 12.23567557 37.4691522
13.9067773 12.2289764 37.4705532
13.90534959 12.22227415 37.47195133
13.90391749 12.21556884 37.47334658
13.902481 12.20886048 37.47473895
13.90104012 12.20214905 37.47612845
13.89959485 12.19543457 37.47751506
13.8981452 12.18871704 37.4788988
13.89669117 12.18199647 37.48027965
13.89523275 12.17527285 37.48165762
13.89376995 12.16854619 37.4830327
13.89230278 12.16181649 37.4844049
13.89083123 12.15508376 37.48577421
13.8893553 12.14834799 37.48714064
13.887875 12.1416092 37.48850418
13.88639032 12.13486739 37.48986482
13.88490127 12.12812255 37.49122258
13.88340786 12.12137469 37.49257745
13.88191007 12.11462382 37.49392942
13.88040792 12.10786994 37.4952785
13.8789014 12.10111305 37.49662468
13.87739052 12.09435316 37.49796797
13.87587527 12.08759026 37.49930836
13.87435567 12.08082436 37.50064585
13.8728317 12.07405547 37.50198044
13.87130338 12.06728359 37.50331214
13.8697707 12.06050872 37.50464093
13.86823366 12.05373086 37.50596682
13.86669228 12.04695002 37.5072898
13.86514653 12.0401662 37.50860988
13.86359644 12.03337941 37.50992706
13.862042 12.02658964 37.51124133
13.86048321 12.0197969 37.51255269
13.85892008 12.0130012 37.51386115
13.8573526 12.00620253 37.51516669
13.85578078 11.99940091 37.51646932
13.85420462 11.99259632 37.51776904
13.85262411 11.98578879 37.51906585
13.85103927 11.9789783 37.52035975
13.84945009 11.97216487 37.52165073
13.84785657 11.96534849 37.52293879
13.84625872 11.95852917 37.52422394
13.84465654 11.95170692 37.52550617
13.84305002 11.94488173 37.52678549
13.84143918 11.93805361 37.52806188
13.839824 11.93122256 37.52933535
13.8382045 11.92438859 37.5306059
13.83658068 11.91755169 37.53187353
13.83495253 11.91071188 37.53313823
13.83332006 11.90386915 37.53440001
13.83168326 11.89702352 37.53565886
13.83004215 11.89017497 37.53691479
